pilotRank,queueId,priority,score,workstream,productSignal,authoritySignal,normalizedChars,canonicalGroupId,groupSize,sourcePath,combinedPath
99,ingest-1781569954418-172x,P1_CORE_RA_EVIDENCE,286,submission_authority,CYAN,MFDS/domestic,8073,f7fef7f2e72e,1,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/91_인증 - 국내/02. G series + CYAN/2. 보완(준비본)/보완제출_예정)/03 기술문서 심사에 관한 자료/03 제품의 성능 및 안전을 확인하기 위한 자료 (Rev)/04 성능에 관한 자료 (Rev)/2. [GT series] 성능시험성적서 (A-PTR-CYN).docx",raw/sources/_preprocessed/DHF (인허가)/_combined/68a99f1eab92/2. [GT series] 성능시험성적서 (A-PTR-CYN)__68a99f1eab92_combined.txt
100,ingest-1781569954420-18rt,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,6474,b6dd06c93566,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/무전해니켈/NiPRO 1000 B.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/cc0e8482b87b/NiPRO 1000 B__cc0e8482b87b_combined.txt
101,ingest-1781569954417-15b5,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,6474,8430b1130cfe,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/무전해니켈/NiPRO 1000 M.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/02ea4319dd37/NiPRO 1000 M__02ea4319dd37_combined.txt
102,ingest-1781569954421-19dj,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,6448,a7e590b5d9ed,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/무전해니켈/NiPRO 1000 C.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/f1025d6a34fb/NiPRO 1000 C__f1025d6a34fb_combined.txt
103,ingest-1781569954418-1698,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,5895,05c82280d223,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/실크인쇄_114 WHITE MSDS.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/3941423cddcb/실크인쇄_114 WHITE MSDS__3941423cddcb_combined.txt
104,ingest-1781569954421-19l8,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,4317,3c90b031a504,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/GHS MSDS_Tacsil F20(LB,MB,B,HB,H2B,H3B).pdf","raw/sources/_preprocessed/DHF (인허가)/_combined/fccb24661085/GHS MSDS_Tacsil F20(LB,MB,B,HB,H2B,H3B)__fccb24661085_combined.txt"
105,ingest-1781569954419-17gk,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,3910,fd4f88ff8f4c,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/실크인쇄_EXTRA P-2206k BLACK.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/7e7f64cf459d/실크인쇄_EXTRA P-2206k BLACK__7e7f64cf459d_combined.txt
106,ingest-1781569954417-159y,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,2813,e426b5b26a60,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/MSDS LMS (Ver.19-1).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/00d36f6c4e09/MSDS LMS (Ver.19-1)__00d36f6c4e09_combined.txt
107,ingest-1781569954419-1857,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,2808,814099c8c751,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/MSDS HM (Ver.19-1).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/a7b679951652/MSDS HM (Ver.19-1)__a7b679951652_combined.txt
108,ingest-1781569954421-19lv,P1_CORE_RA_EVIDENCE,286,submission_authority,HAD/A/F 1417-1717,general,2804,e00f7c9ee668,1,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/03_설계개발 출력/02_CCL 및 승인원/승인원/기구/환경자료/동인산업/H&Abyz MSDS& 시험성적서/MSDS PSR (Ver.19-1).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/fe0c13641d43/MSDS PSR (Ver.19-1)__fe0c13641d43_combined.txt
109,ingest-1781569954382-cd7,P1_CORE_RA_EVIDENCE,284,submission_authority,Unclassified,FDA,8002,97b5a48045eb,9,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/VAR-SOM-MX8_EMC_RADIATION_TEST.pdf,raw/sources/_preprocessed/RA/_combined/224d7e701021/VAR-SOM-MX8_EMC_RADIATION_TEST__224d7e701021_combined.txt
110,ingest-1781569954394-o26,P1_CORE_RA_EVIDENCE,284,submission_authority,Unclassified,overseas,340427,3b7b833ff9d2,8,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 시험소/06. Usability 보완_250103/05. 주요 부품 인증서 + 사양서/AC-DC 어댑터/BX090 & XE90_CB Report(20231025)_3.2.pdf,raw/sources/_preprocessed/RA/_combined/7b8803fa5565/BX090 & XE90_CB Report(20231025)_3.2__7b8803fa5565_combined.txt
111,ingest-1781569954419-17go,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,general,45768,f4054d1e3037,8,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/07_Software Validation/A-TCF-5-033_Software 62304 checklist_Ver 2019101.xlsx",raw/sources/_preprocessed/DHF (인허가)/_combined/7eaeda05d343/A-TCF-5-033_Software 62304 checklist_Ver 2019101__7eaeda05d343_combined.txt
112,ingest-1781569954418-16iz,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,general,3064,4bc04aa4b3f6,8,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/규격 Test report/A-TCF-5-015_Basic Safety_Essential Performance_20190515.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/48f2ba73f625/A-TCF-5-015_Basic Safety_Essential Performance_20190515__48f2ba73f625_combined.txt
113,ingest-1781569954410-z6l,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,23631,92f919469fda,5,"raw/sources/RA/04_제품별 인허가 진행 문서/04_2G & 3G (A1417MCW, A1717MCW, F1417MCW)/▶ CE MDR/230926 기술문서 & 임상평가 보완 리뷰 2 (with 컨설팅)/CE MDR TD 보완_230926/A-TCF-5-156 Test Reports/8. [A1417MCW, A1717MCW, F1417MCW] EN 62220-1-1 Test report.docx","raw/sources/_preprocessed/RA/_combined/d0b29b08ee9e/8. [A1417MCW, A1717MCW, F1417MCW] EN 62220-1-1 Test report__d0b29b08ee9e_combined.txt"
114,ingest-1781569954374-4ab,P1_CORE_RA_EVIDENCE,284,submission_authority,Unclassified,FDA,992,a603b5af5e34,5,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260119 MC, 23G 캐나다 등록서류 요청- IDC/260119/1. Quality Manual & Procedures/AQP707 Product Software Validation Regulation/AQP707_Product Software Validation Regulation Form.pdf",raw/sources/_preprocessed/RA/_combined/8b5f0f2d1467/AQP707_Product Software Validation Regulation Form__8b5f0f2d1467_combined.txt
115,ingest-1781569954417-15a4,P1_CORE_RA_EVIDENCE,284,submission_authority,CYAN,MFDS/domestic,41782,9196d8ee8549,4,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/91_인증 - 국내/02. G series + CYAN/3. 보완(제출)★/★보완제출문서/03 기술문서 심사에 관한 자료/03 제품의 성능 및 안전을 확인하기 위한 자료 (Rev)/04 성능에 관한 자료 (Rev)/1. 소프트웨어 적합성/1.3 [G series] Software Development Plan(A-TCF-10-143).pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/0130756f6a58/1.3 [G series] Software Development Plan(A-TCF-10-143)__0130756f6a58_combined.txt
116,ingest-1781569954386-fli,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,FDA,18064,bd8f61046969,4,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/WORD/VOL_010_Appendix I Non-Clinical Test Report/002_EN 62220-1-1 Test report.docx,raw/sources/_preprocessed/RA/_combined/3b25f0364473/002_EN 62220-1-1 Test report__3b25f0364473_combined.txt
117,ingest-1781569954417-15vu,P1_CORE_RA_EVIDENCE,284,submission_authority,CYAN,MFDS/domestic,12451,077d4615f3f0,4,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/91_인증 - 국내/02. G series + CYAN/2. 보완(준비본)/보완제출_예정)/03 기술문서 심사에 관한 자료/03 제품의 성능 및 안전을 확인하기 위한 자료 (Rev)/04 성능에 관한 자료 (Rev)/2. 사이버보안/PDF/9. A-CEM-BLU_사이버보안 평가모델 선정 검토 보고서.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/22de25eb3d91/9. A-CEM-BLU_사이버보안 평가모델 선정 검토 보고서__22de25eb3d91_combined.txt
118,ingest-1781569954375-4ws,P1_CORE_RA_EVIDENCE,284,submission_authority,HnX,FDA,24327,434b7a9e6609,3,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - Cybersecurity - 최종 정리/이경수 팀장님/정재민 프로님/2) Cybersecurity requirements (IEC 60601-4-5).xlsx,raw/sources/_preprocessed/RA/_combined/9fbc58407b75/2) Cybersecurity requirements (IEC 60601-4-5)__9fbc58407b75_combined.txt
119,ingest-1781569954401-qyr,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,FDA,18474,bece35bfcbf6,3,raw/sources/RA/04_제품별 인허가 진행 문서/03_ADD (HAD1717MCW)/▶ FDA/3차 완료 (최종제출)/VOL_010_Appendix I Non-Clinical Test Report/002_EN 62220-1-1 Test report - HAD1717MCW.docx,raw/sources/_preprocessed/RA/_combined/92366bf3f513/002_EN 62220-1-1 Test report - HAD1717MCW__92366bf3f513_combined.txt
120,ingest-1781569954370-ht,P1_CORE_RA_EVIDENCE,284,submission_authority,Unclassified,FDA,1442,b5420b316287,3,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260119 MC, 23G 캐나다 등록서류 요청- IDC/260119/1. Quality Manual & Procedures/AQP402 QMS Software Validation Regulation/AQP402_QMS Software Validation Form.pdf",raw/sources/_preprocessed/RA/_combined/0ff8cc3f9d2d/AQP402_QMS Software Validation Form__0ff8cc3f9d2d_combined.txt
121,ingest-1781569954375-5en,P1_CORE_RA_EVIDENCE,284,submission_authority,HnX,FDA,25602,923a33cadf8c,2,raw/sources/RA/04_제품별 인허가 진행 문서/07_Retrofit (HnX-R1)/★ FDA 510(k) - K252912/참고자료/참고 - Cybersecurity - 최종 정리/이경수 팀장님/2) Cybersecurity requirements (IEC 60601-4-5)_guideRef.xlsx,raw/sources/_preprocessed/RA/_combined/af2e6fb2c90c/2) Cybersecurity requirements (IEC 60601-4-5)_guideRef__af2e6fb2c90c_combined.txt
122,ingest-1781569954376-5zr,P1_CORE_RA_EVIDENCE,284,submission_authority,Unclassified,FDA,19185,cfef02cee8a3,2,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260119 MC, 23G 캐나다 등록서류 요청- IDC/260119/1. Quality Manual & Procedures/AQP402 QMS Software Validation Regulation/AQP402_QMS Software Validation Regulation.pdf",raw/sources/_preprocessed/RA/_combined/c25e91690160/AQP402_QMS Software Validation Regulation__c25e91690160_combined.txt
123,ingest-1781569954371-21x,P1_CORE_RA_EVIDENCE,284,submission_authority,Unclassified,FDA,15681,aa56f46c53da,2,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260119 MC, 23G 캐나다 등록서류 요청- IDC/260119/1. Quality Manual & Procedures/AQP707 Product Software Validation Regulation/AQP707_Product Software Validation Regulation.pdf",raw/sources/_preprocessed/RA/_combined/431d01ffc7b4/AQP707_Product Software Validation Regulation__431d01ffc7b4_combined.txt
124,ingest-1781569954418-171y,P1_CORE_RA_EVIDENCE,284,submission_authority,HnX,MFDS/domestic,13712,2e27a2a588f1,2,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/91_인증 - 국내/02. G series + CYAN/3. 보완(제출)★/★보완제출문서/03 기술문서 심사에 관한 자료/03 제품의 성능 및 안전을 확인하기 위한 자료 (Rev)/04 성능에 관한 자료 (Rev)/2. 사이버보안/6. A-SBOM-BLU_Cybersecurity BOM and evaluation report.pdf",raw/sources/_preprocessed/DHF (인허가)/_combined/675027d626a5/6. A-SBOM-BLU_Cybersecurity BOM and evaluation report__675027d626a5_combined.txt
125,ingest-1781569954420-18nx,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,general,2669,25aa9386ca8b,2,"raw/sources/DHF (인허가)/01_HAD1717MC, MG/05_설계개발 검증 및 유효성 확인/08_APF702-8_A-TCF-5-008_설계 및 개발 유효성확인 (CE 보완).docx",raw/sources/_preprocessed/DHF (인허가)/_combined/c68300e56b48/08_APF702-8_A-TCF-5-008_설계 및 개발 유효성확인 (CE 보완)__c68300e56b48_combined.txt
126,ingest-1781569954420-18xe,P1_CORE_RA_EVIDENCE,284,submission_authority,CYAN,MFDS/domestic,33141,6c60920b2df4,1,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/91_인증 - 국내/02. G series + CYAN/2. 보완(준비본)/보완제출_예정)/03 기술문서 심사에 관한 자료/03 제품의 성능 및 안전을 확인하기 위한 자료 (Rev)/04 성능에 관한 자료 (Rev)/1. 소프트웨어 적합성/1.3 [G series] Software Development Plan(A-TCF-10-143).docx",raw/sources/_preprocessed/DHF (인허가)/_combined/d654a60bcb84/1.3 [G series] Software Development Plan(A-TCF-10-143)__d654a60bcb84_combined.txt
127,ingest-1781569954408-wr6,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,FDA,22053,875a672fe7a9,1,raw/sources/RA/04_제품별 인허가 진행 문서/02_ADD (HAD1417MCW)/▶ FDA/■ 1차 ADD_510(k)_submission_Final_201023.zip/PDF/VOL_010_Appendix I Non-Clinical Test Report/002_EN 62220-1-1 Test report.pdf,raw/sources/_preprocessed/RA/_combined/be35a0178c03/002_EN 62220-1-1 Test report__be35a0178c03_combined.txt
128,ingest-1781569954409-y7l,P1_CORE_RA_EVIDENCE,284,submission_authority,HAD/A/F 1417-1717,FDA,18474,cf559997e9dd,1,raw/sources/RA/04_제품별 인허가 진행 문서/03_ADD (HAD1717MCW)/▶ FDA/2차 완료/VOL_010_Appendix I Non-Clinical Test Report_수정/002_EN 62220-1-1 Test report.docx,raw/sources/_preprocessed/RA/_combined/c944a8c39f10/002_EN 62220-1-1 Test report__c944a8c39f10_combined.txt
129,ingest-1781569954389-iwx,P1_CORE_RA_EVIDENCE,284,submission_authority,Unclassified,MFDS/domestic,11229,3f4b6719b3e4,1,raw/sources/RA/04_제품별 인허가 진행 문서/05_Blue (G1417MCW 외 7종)/▶ 국내 제조인증/2. 250402 보완/기술문서_수정중/2. 첨부자료/2. Cybersecurity/참고자료/Ref) Risk Management - Threat Modeling_250314.docx,raw/sources/_preprocessed/RA/_combined/544f5e9772c2/Ref) Risk Management - Threat Modeling_250314__544f5e9772c2_combined.txt
130,ingest-1781569954418-167r,P1_CORE_RA_EVIDENCE,284,submission_authority,CYAN,MFDS/domestic,7103,43ed2596ac11,1,"raw/sources/DHF (인허가)/07_(CYAN) GT1717C, GT1717CP/91_인증 - 국내/02. G series + CYAN/2. 보완(준비본)/보완제출_예정)/03 기술문서 심사에 관한 자료/03 제품의 성능 및 안전을 확인하기 위한 자료 (Rev)/04 성능에 관한 자료 (Rev)/2. 사이버보안/9. A-CEM-BLU_사이버보안 평가모델 선정 검토 보고서.docx",raw/sources/_preprocessed/DHF (인허가)/_combined/35929e65a5dd/9. A-CEM-BLU_사이버보안 평가모델 선정 검토 보고서__35929e65a5dd_combined.txt
131,ingest-1781569954420-1938,P1_CORE_RA_EVIDENCE,282,submission_authority,Unclassified,FDA,103575,6015611d0a25,1,raw/sources/DHF (인허가)/04_G1717CW 외 7종/90_규격 Test report/1. 신청서 및 제출서류/11. 부품인증서_사양서 (추가 자료는 제품 검토 후 요청)/POE Injector/EMC/JAT24041102618SR-2 EN 62368-1 LVD报告 POE供电器.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/dff303f87460/JAT24041102618SR-2 EN 62368-1 LVD报告 POE供电器__dff303f87460_combined.txt
132,ingest-1781569954420-1918,P1_CORE_RA_EVIDENCE,282,submission_authority,Unclassified,general,54991,ed384b4badb9,1,raw/sources/DHF (인허가)/04_G1717CW 외 7종/90_규격 Test report/1. 신청서 및 제출서류/11. 부품인증서_사양서 (추가 자료는 제품 검토 후 요청)/POE Injector/EMC/JAT24041102618ER-2 CE-EMC报告 EN 55032 EN 55035 EN 61000-3-2 EN 61000-3-3 POE供电器.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/dcb6bcd48591/JAT24041102618ER-2 CE-EMC报告 EN 55032 EN 55035 EN 61000-3-2 EN 61000-3-3 POE供电器__dcb6bcd48591_combined.txt
133,ingest-1781569954394-ofd,P1_CORE_RA_EVIDENCE,282,submission_authority,HAD/A/F 1417-1717,general,24700,0911358eb52c,1,raw/sources/RA/04_제품별 인허가 진행 문서/01_HAD1717MC(MG)/▶ CE MDD/인허가 준비 자료(초기)/4. Risk Management/수정완료_ARMR-FMEA-0-001 IEC60601-1 Risk Table.xlsx,raw/sources/_preprocessed/RA/_combined/7e6e3681dbf6/수정완료_ARMR-FMEA-0-001 IEC60601-1 Risk Table__7e6e3681dbf6_combined.txt
134,ingest-1781569954419-17u5,P1_CORE_RA_EVIDENCE,282,submission_authority,Unclassified,general,1563,c67b1bb039af,1,raw/sources/DHF (인허가)/04_G1717CW 외 7종/90_규격 Test report/1. 신청서 및 제출서류/11. 부품인증서_사양서 (추가 자료는 제품 검토 후 요청)/POE Injector/EMC/JAT24041102618EC-2 CE-EMC证书 EN 55032 EN 55035 EN 61000-3-2 EN 61000-3-3 POE供电器.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/95d78c82e94d/JAT24041102618EC-2 CE-EMC证书 EN 55032 EN 55035 EN 61000-3-2 EN 61000-3-3 POE供电器__95d78c82e94d_combined.txt
135,ingest-1781569954417-15t6,P1_CORE_RA_EVIDENCE,282,submission_authority,Unclassified,general,1461,04d281e7160b,1,raw/sources/DHF (인허가)/04_G1717CW 외 7종/90_규격 Test report/1. 신청서 및 제출서류/11. 부품인증서_사양서 (추가 자료는 제품 검토 후 요청)/POE Injector/EMC/JAT24041102618SC-2 EN 62368-1 LVD证书 POE供电器.pdf,raw/sources/_preprocessed/DHF (인허가)/_combined/1f6005005dc3/JAT24041102618SC-2 EN 62368-1 LVD证书 POE供电器__1f6005005dc3_combined.txt
136,ingest-1781569954372-2j4,P1_CORE_RA_EVIDENCE,280,submission_authority,HAD/A/F 1417-1717,MFDS/domestic,149626,98e211e0e50d,23,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 심사_경부적합 보완/기술문서 전체_24.04.23_pdf/A-TCF-5-160 Software Verification and Validation/(Firmware) Software Validation Report_Rev.0_(A-TCF-5-131).pdf",raw/sources/_preprocessed/RA/_combined/524e9ec5a4c0/(Firmware) Software Validation Report_Rev.0_(A-TCF-5-131)__524e9ec5a4c0_combined.txt
137,ingest-1781569954409-yhh,P1_CORE_RA_EVIDENCE,280,submission_authority,HAD/A/F 1417-1717,general,1292942,6ed60fba272e,16,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260520 우크라이나(Licarno) 23G, P1 - 이창민 팀장님/260527 1차 제출본/3.2 [Digital Flat Panel X-ray Detector] Technical Document/A-TCF-5-156 Test Reports/1. [23G series] IEC 60601-1 CB Certi & Test report (ed. 3.2).pdf",raw/sources/_preprocessed/RA/_combined/cb68ee346197/1. [23G series] IEC 60601-1 CB Certi & Test report (ed. 3.2)__cb68ee346197_combined.txt
138,ingest-1781569954386-fys,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,MFDS/domestic,91059,195e33ab087a,12,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 심사_경부적합 보완/기술문서 전체_24.04.23_pdf/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.3).pdf",raw/sources/_preprocessed/RA/_combined/3e248e050ed6/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.3)__3e248e050ed6_combined.txt
139,ingest-1781569954372-2y8,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,536,d16633fcc732,11,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-160 Software Verification and Validation.pdf",raw/sources/_preprocessed/RA/_combined/5fbe4ad94f0a/A-TCF-5-160 Software Verification and Validation__5fbe4ad94f0a_combined.txt
140,ingest-1781569954388-hxw,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,MFDS/domestic,78188,b87f4799d551,7,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 심사/심사 대비 자료_240415-17/1. 기술문서 (A-TCF-5-149 TCF_24.04.12)/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.3)_update.docx",raw/sources/_preprocessed/RA/_combined/4cab0dbe6e66/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.3)_update__4cab0dbe6e66_combined.txt
141,ingest-1781569954372-348,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,general,133804,09e2648f876d,4,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260520 우크라이나(Licarno) 23G, P1 - 이창민 팀장님/260527 1차 제출본/3.1 [Portable X-ray System] Technical Document/6. Product Verification and Validation/5. Clinical Evaluation Report/FDR_Xair (XD2000) CE Marking User manual.pdf",raw/sources/_preprocessed/RA/_combined/65777caa2f86/FDR_Xair (XD2000) CE Marking User manual__65777caa2f86_combined.txt
142,ingest-1781569954376-5sv,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,19467,23adccb165b6,3,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260520 우크라이나(Licarno) 23G, P1 - 이창민 팀장님/260602 추가 제출본/QMS/AQP402 QMS Software Validation Regulation/AQP402_QMS Software Validation Regulation.pdf",raw/sources/_preprocessed/RA/_combined/bba0c4211706/AQP402_QMS Software Validation Regulation__bba0c4211706_combined.txt
143,ingest-1781569954370-oh,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,15961,4b46ef65e82f,3,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260520 우크라이나(Licarno) 23G, P1 - 이창민 팀장님/260602 추가 제출본/QMS/AQP707 Product Software Validation Regulation/AQP707_Product Software Validation Regulation.pdf",raw/sources/_preprocessed/RA/_combined/156b75c178f0/AQP707_Product Software Validation Regulation__156b75c178f0_combined.txt
144,ingest-1781569954375-52w,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,1359,c7cec2b6eec9,3,raw/sources/RA/11_Audit F-up/241127 MDD 사후심사 - 3EC/DR개발팀_요청서류/DR_개발팀/AQP707 제품 Software Validation 규정/AQP707_제품 Software Validation 규정_양식_2024.04.01.xlsx,raw/sources/_preprocessed/RA/_combined/a4d44575b524/AQP707_제품 Software Validation 규정_양식_2024.04.01__a4d44575b524_combined.txt
145,ingest-1781569954373-3g3,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,6236,92cf5634ea5f,2,raw/sources/RA/11_Audit F-up/241127 MDD 사후심사 - 3EC/DR개발팀_요청서류/DR_개발팀/AQP707 제품 Software Validation 규정/AQP707_제품 Software Validation 규정_REV 4_2024.04.01.docx,raw/sources/_preprocessed/RA/_combined/709a16c75941/AQP707_제품 Software Validation 규정_REV 4_2024.04.01__709a16c75941_combined.txt
146,ingest-1781569954370-sb,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,1447,d73c72da99c8,2,"raw/sources/RA/05_해외 등록 서류 (영업팀 F-up)/260520 우크라이나(Licarno) 23G, P1 - 이창민 팀장님/260602 추가 제출본/QMS/AQP402 QMS Software Validation Regulation/AQP402_QMS Software Validation Form.pdf",raw/sources/_preprocessed/RA/_combined/1847aeaa5939/AQP402_QMS Software Validation Form__1847aeaa5939_combined.txt
147,ingest-1781569954378-7px,P1_CORE_RA_EVIDENCE,280,submission_authority,HAD/A/F 1417-1717,FDA,149588,18a4d91783b9,1,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-160 Software Verification and Validation/(Firmware) Software Validation Report_Rev.0_(A-TCF-5-131).pdf",raw/sources/_preprocessed/RA/_combined/fac0f84592eb/(Firmware) Software Validation Report_Rev.0_(A-TCF-5-131)__fac0f84592eb_combined.txt
148,ingest-1781569954408-wti,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,91949,0617b8dd1055,1,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) pdf/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.2).pdf",raw/sources/_preprocessed/RA/_combined/bec1bd60e83a/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.2)__bec1bd60e83a_combined.txt
149,ingest-1781569954389-j9o,P1_CORE_RA_EVIDENCE,280,submission_authority,Unclassified,FDA,79105,a4ab2dd5da1b,1,"raw/sources/RA/11_Audit F-up/240415-17 ISO 갱신심사 & 2,3G MDR 심사 - 3EC/MDR 보완/[2nd response TD by H&abyz] Digital Flat Panel X-ray Detector (08 March 2024) word/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.2).docx",raw/sources/_preprocessed/RA/_combined/57242d0930da/A-TCF-5-153 General Safety and Performance Requirements Checklist (rev.2)__57242d0930da_combined.txt
